pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
21130,63.5,7.5,15.971047583539029,0,15352,-232,7809,37,1041,0,6,12,101,257,116,678,76,221,100,588,151,140,809,27,359
21131,53.5,7.5,18.348745145518325,-1,15266,-232,6288,37,952,0,6,13,101,271,116,649,88,251,107,608,169,147,818,27,345
21132,66.0,7.5,17.10706252427771,-1,15311,-232,8714,37,1039,0,6,11,87,239,109,634,88,238,107,635,151,140,810,27,359
21133,65.5,7.5,18.04849856423213,-1,15329,-232,7436,-836,996,0,6,13,101,272,101,663,88,252,93,621,169,129,834,20,310
21134,68.8,7.5,17.98883418263867,-1,15415,-232,7774,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
21135,55.2,7.5,18.098154565077266,-1,15303,-232,6812,37,953,0,6,12,101,272,116,648,88,252,107,607,168,147,818,27,345
21136,47.8,7.5,18.098790930267413,-1,15267,-232,7059,37,953,0,6,12,101,272,116,648,88,252,107,607,168,147,818,27,345
21137,67.1,7.5,19.446488653738044,-1,15300,-232,7005,37,953,0,6,14,101,270,116,650,88,252,107,607,169,148,817,27,344
21138,68.4,7.5,18.789002754408855,-1,15405,-232,7612,37,996,0,6,14,101,257,116,663,88,238,107,621,151,140,792,27,352
21139,62.6,7.5,18.312474411446594,-1,15431,-232,7436,-195,996,0,6,12,101,270,103,663,88,252,93,621,168,129,838,21,306
21140,56.2,7.5,17.74559643955901,-1,15510,-232,7436,-125,1042,0,6,12,101,257,103,676,88,238,93,635,151,123,809,21,312
21141,63.9,7.5,17.993241942916057,0,15414,-232,8517,37,1039,0,5,12,101,257,116,678,75,221,99,591,151,140,809,27,360
21142,55.2,7.5,18.063624361399555,0,15346,-232,7609,37,996,0,5,13,101,272,116,663,75,234,99,578,168,148,835,27,352
21143,55.1,7.5,18.07174540968611,-1,15397,-232,6626,37,996,0,6,12,101,257,116,663,88,238,107,621,151,140,792,27,352
21144,65.8,7.5,18.091671275813127,-1,15232,-232,6775,37,953,0,6,14,101,271,116,649,88,251,107,608,169,148,817,27,344
21145,53.9,7.5,18.31767388792708,-1,15267,-232,7059,37,954,0,6,13,101,271,116,649,88,252,107,607,169,148,816,27,344
21146,68.6,7.5,18.252575173098585,-1,15290,-232,7543,37,954,0,6,13,101,271,116,649,88,252,107,607,169,148,816,27,344
