,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
45,19966.2,10363.1,11962.2,-6417.71,-24852.6,13319.1,10869.7,3701.5,38911.5
46,2239.83,387.892,6773.17,-6200.25,-29504.2,18866.5,-2577.42,1526.93,-8487.61
47,881.064,163.187,3572.53,-6576.77,-17815.4,13277.3,-2053.74,885.223,-7666.65
48,4873.67,2330.09,7521.22,-8468.6,-27668.2,18982.9,-710.449,1783.73,-1355.66
49,16224.6,8833.47,11264.8,-4783.04,-32447.2,22933.3,10385.8,3944.04,36355.8
50,935.368,174.476,2558.13,-3872.59,-10238.7,7182.33,-919.331,512.256,-3668.07
51,263.446,60.0715,1130.7,-2260.98,-6394.25,5093.02,-479.683,262.062,-2325.62
52,827.209,144.715,3040.3,-3143.06,-13826.1,8915.35,-1307.05,696.715,-4651.9
53,5953.86,1771.8,7052.36,-6212.36,-21617.3,13082.2,444.572,1480.11,1955.24
54,1844.93,317.191,6763.26,-8475.77,-33319.9,23319.8,-3735.41,1610.02,-11675.9
55,15692.7,9087.91,11818.1,-8185.49,-28570.0,17753.9,9070.71,3236.94,29904.7
57,3256.8,1693.49,8399.29,-8879.35,-35349.0,23661.0,-2503.62,1965.03,-7756.35
59,8021.55,3718.63,13351.1,-11321.4,-39976.5,22197.1,-381.089,2601.01,-1789.55
60,1095.93,225.316,5002.64,-7653.02,-21838.0,14339.1,-2229.94,1044.21,-10013.8
61,1477.59,1804.17,3705.37,-4104.79,-16301.3,10509.9,-774.017,883.141,-2799.87
62,793.415,169.858,2915.06,-3837.25,-12846.4,7120.72,-1337.68,657.615,-6364.69
63,98487.8,66771.2,24650.4,-9142.9,-50007.2,32214.4,78842.4,19096.9,260913.0
64,1385.24,309.028,4292.98,-4499.36,-18507.7,9384.23,-1760.72,903.697,-8492.65
65,272.56,1123.74,699.5,-1405.45,-3704.31,3133.33,256.328,139.748,515.444
66,10526.0,9549.07,9183.3,-6924.79,-26864.6,17009.0,5817.77,2345.32,20641.1
67,398.987,122.584,2518.34,-3553.6,-16883.6,11416.5,-1749.37,712.026,-7018.14
68,122900.0,6589970000000000.0,18189.5,-10427.1,-39195.1,23452.8,6438530000000000.0,211712.0,1.30285e+16
69,307.08,79.8603,1220.55,-2360.07,-7976.92,5372.94,-646.937,321.502,-3681.99
70,313.87,78.2276,1264.42,-2503.22,-7770.77,5357.77,-664.484,315.602,-3608.59
71,323.352,79.0654,1263.61,-2436.94,-7833.43,5323.2,-662.649,316.255,-3627.53
72,339.05,79.7567,1242.45,-2488.15,-7767.47,5294.95,-654.47,314.662,-3639.22
73,318.281,79.9825,1257.17,-2445.07,-7828.45,5318.28,-654.62,313.664,-3640.76
74,292.992,73.9598,1226.82,-2424.32,-7892.12,5363.64,-668.357,317.433,-3709.95
75,335.03,76.8909,1253.88,-2382.53,-7926.09,5350.98,-663.014,315.845,-3639.01
76,300.385,80.8491,1259.81,-2427.37,-7887.77,5382.55,-662.564,317.394,-3636.71
77,312.404,76.7113,1256.29,-2411.8,-7875.8,5365.66,-669.577,320.418,-3625.69
78,198.792,60.4382,1253.87,-2444.65,-7860.08,5347.96,-811.688,323.292,-3932.06
79,302.702,76.6574,1245.72,-2432.78,-7867.89,5345.16,-672.955,316.944,-3686.44
80,302.808,78.51,1260.67,-2432.6,-7886.88,5358.68,-676.784,315.698,-3679.91
81,332.42,81.1163,1248.64,-2392.63,-7880.74,5316.69,-676.219,313.972,-3656.74
82,320.247,77.8439,1266.08,-2405.94,-7864.12,5323.22,-670.77,315.634,-3637.81
83,203940.0,145237000000000.0,8668.33,-17147.0,-19521.5,12204.6,550982000000.0,4190900.0,145788000000000.0
84,16761.5,4923.13,11416.6,-5532.74,-30221.2,20075.2,6263.74,3303.42,26989.6
85,1130.57,251.343,5350.93,-4110.82,-28886.0,19562.3,-3132.21,1543.01,-8290.97
86,515.396,109.864,2270.67,-3428.13,-13297.7,8729.11,-1454.82,621.946,-5933.62
87,9761.06,4317.75,11948.0,-7877.39,-34895.2,21745.0,2710.47,3072.93,10782.7
88,942.171,206.906,2658.17,-2965.55,-12481.5,6729.13,-1144.06,606.329,-5448.44
89,3803.29,4310.92,4711.54,-4234.55,-13969.9,10136.0,1681.27,1004.38,7442.93
90,10052.1,5909.68,11561.9,-7661.05,-31224.4,18937.1,3918.09,2685.12,14178.5
91,8039.38,2617.43,10245.2,-9226.73,-30996.5,20700.5,1170.38,2340.69,4890.23
92,10157.4,5397.13,12446.6,-10051.7,-39967.7,27349.8,2476.64,3519.83,11328.0
93,948.151,201.678,4224.29,-6715.72,-22994.1,15724.4,-2660.54,1087.41,-10184.4
94,53103.9,35541.0,17533.2,-12474.3,-42399.9,32707.0,43262.3,11787.0,139060.0
95,117038.0,119097.0,21421.6,-13933.0,-36371.4,31754.4,97645.7,26500.5,363152.0
96,16677.3,7173.35,11985.2,-12330.6,-29928.6,23934.3,7469.12,3668.28,28648.3
97,24883.8,10781.5,15967.7,-13157.1,-40579.2,30724.1,12279.4,5677.4,46577.5
98,979.089,215.662,5099.49,-9323.37,-25663.3,20151.2,-3110.93,1302.23,-10349.9
99,387.766,103.352,2174.15,-2581.28,-12275.4,6948.3,-1464.32,565.342,-6142.12
101,1693.41,1431.38,3494.55,-5967.41,-11507.8,8596.9,-123.273,661.193,-1721.01
102,578.423,165.905,3604.54,-5090.57,-22627.2,15202.9,-2406.21,909.97,-9662.2
103,1596.48,1637.31,4446.48,-4550.43,-20880.7,14792.1,-1015.53,1029.19,-2945.14
104,96408.8,7538850000000.0,12084.4,-10368.3,-32246.7,20888.5,93110400000.0,25383000000.0,7657340000000.0
105,6947.75,4928.52,8931.62,-6229.53,-33929.8,19689.0,1676.69,2263.44,4277.69
106,3796.95,2629.93,5310.71,-9016.9,-20895.3,16019.8,-446.524,1287.37,-1313.96
107,676.312,166.31,3587.05,-4459.22,-19209.3,11934.2,-2081.63,899.998,-8486.29
108,821.723,180.52,2268.52,-3964.89,-10770.4,7773.17,-905.376,475.406,-4121.34
109,46950.0,26839.2,22101.9,-9816.62,-55806.9,37800.7,29782.1,9280.15,107131.0
110,41485.5,22527.7,19790.7,-10663.5,-46529.6,29729.4,27657.4,8017.14,92014.8
111,772.23,199.116,3187.73,-4173.14,-17058.4,11218.7,-1970.61,824.087,-7000.31
112,7612.99,3501.91,8064.47,-8210.26,-22615.3,16104.8,2151.67,1867.29,8477.51
113,935.047,245.317,3567.3,-4658.87,-19719.8,11258.7,-2193.61,937.73,-9628.2
114,1775.23,286.722,5666.87,-7909.15,-27060.7,19430.9,-2801.37,1417.98,-9193.58
115,1760.52,786.256,5796.01,-6575.59,-27375.8,12744.5,-3221.27,1455.08,-14630.3
116,699.087,184.471,3965.07,-5286.18,-21584.8,12689.3,-2470.98,956.439,-10847.6
117,3384.61,2705.76,3960.2,-5502.85,-16025.1,10829.4,751.185,926.038,1029.18
118,41001.2,15244.5,24809.7,-21863.8,-58114.8,45376.4,24730.6,9748.47,80932.3
119,238216.0,1.29581e+18,31269.6,-21585.2,-61910.0,47459.2,78329300000.0,54184.3,1.29581e+18
120,27938.0,7873.47,21925.2,-21679.3,-57660.7,44655.6,10092.2,6938.45,40082.9
121,136494.0,593837000.0,28818.5,-22678.6,-56390.0,49237.6,36145500000000.0,36304.4,36146100000000.0
122,2563.52,1975.77,4972.52,-7507.1,-19994.0,14315.3,-1078.75,1131.52,-3621.15
123,60516.4,32824.1,20720.7,-53248.9,-5557.1,32701.4,37937.7,10533.1,136427.0
124,91473.9,60468.2,24252.7,-13666.9,-47503.7,30873.0,70599.1,16030.9,232527.0
125,787.912,185.987,3867.28,-6843.65,-21855.6,15482.5,-2637.04,1071.3,-9941.3
126,14547.9,7928.7,10757.1,-8812.92,-27715.7,18926.5,4996.76,2602.12,23230.5
127,463.245,82.998,1468.22,-2395.94,-5641.94,3586.61,-461.338,303.097,-2595.04
128,213.925,31.9327,624.951,-1064.97,-3678.81,2605.04,-330.476,161.92,-1436.48
129,233729.0,461014.0,31539.6,-8975.67,-63262.1,42630.2,359141.0,2641760.0,3697570.0
130,2556.91,2620.02,5848.75,-6498.73,-21279.9,14069.2,-289.158,1176.02,-1796.89
131,2667.18,456.781,5758.31,-10777.0,-18703.1,17794.4,-1015.16,1075.71,-2742.87
132,2250.64,509.853,6711.59,-9416.92,-32163.0,19914.7,-3484.26,1724.73,-13952.7
133,514.69,173.362,3462.49,-4606.89,-21051.7,13260.6,-2281.94,893.956,-9635.46
134,441.551,123.098,2554.17,-3414.88,-16074.7,10624.2,-1757.06,701.484,-6802.2
135,6068.06,3795.56,6406.78,-8954.55,-19471.2,16505.8,1766.65,1728.1,7845.19
136,3810.4,1416.89,6484.5,-7265.55,-25870.4,17825.0,-1312.79,1417.7,-3494.22
137,20279.2,10167.0,13112.0,-10822.1,-33200.6,23088.5,8759.69,4458.61,35842.3
138,2032.02,407.125,4669.56,-5186.05,-16992.3,11494.3,-1343.13,868.449,-4050.04
139,16476.2,8326.74,11872.9,-11454.9,-32995.4,21300.9,7311.99,3073.84,23912.3
140,13031.5,5762.29,11664.5,-10051.7,-32314.2,17961.4,4455.49,2805.34,13314.6
141,696.232,152.817,2979.59,-4715.39,-16465.6,10127.6,-1963.46,818.558,-8369.59
142,4410.3,2444.02,6631.82,-6691.13,-23938.5,17003.9,137.73,1525.01,1523.2
143,870.365,196.78,4507.4,-4829.32,-25213.0,17107.9,-2737.34,1162.29,-8934.94
144,389230.0,19006800000.0,29414.4,-19096.2,-40203.4,30774.2,33734300000000.0,746637.0,33753300000000.0
145,504.048,136.793,1573.7,-2895.49,-6147.93,4026.9,-571.402,292.276,-3081.1
146,889.22,1847.55,4180.0,-5722.79,-23906.8,16415.5,-1723.47,1148.66,-6872.12
147,1523.06,1360.61,3145.58,-2852.42,-11130.7,6561.91,-230.813,610.021,-1012.78
148,705.615,138.299,1978.08,-2726.73,-7522.36,4454.0,-731.688,398.28,-3306.5
149,2526.64,538.811,5375.36,-5914.26,-23981.8,15688.8,-1823.51,1186.11,-6403.84
150,2644.88,1335.19,4038.35,-4207.97,-18718.5,14157.3,-514.202,966.466,-298.537
151,639.916,173.68,3747.36,-4495.27,-21986.5,14256.3,-2352.71,971.416,-9045.74
152,611.774,135.773,2799.82,-3408.43,-14360.4,8333.9,-1694.55,722.853,-6859.29
153,11476.9,4705.37,9342.51,-6344.68,-26975.7,14039.7,3833.03,2251.48,12328.7
154,458.7,128.484,2554.37,-4224.36,-12819.6,8002.1,-1559.88,657.197,-6803.02
155,682.612,178.377,3545.14,-3922.0,-20173.6,12421.4,-2270.82,920.884,-8618.03
156,927.431,1232.72,2465.6,-2414.94,-9275.01,5722.69,-189.732,420.727,-1110.51
157,872.058,170.286,2425.31,-3003.18,-9198.01,6538.66,-711.237,442.049,-2464.06
158,1251.44,278.568,4257.86,-5525.18,-20445.7,8831.43,-2477.89,1098.3,-12731.2
159,437.94,121.831,2602.06,-3794.95,-15729.5,10035.5,-1771.97,706.164,-7392.85
160,3573.32,783.678,6596.37,-5944.42,-25198.2,16282.8,-1577.23,1552.63,-3931.01
161,10726.8,5631.93,9144.55,-6277.62,-28449.5,18006.7,3368.0,2410.34,14561.2
162,1199.61,254.533,5033.18,-6706.95,-27172.4,17244.5,-2876.62,1248.92,-11775.2
163,2701.3,838.389,3900.28,-4550.74,-15043.6,9153.39,-509.067,825.38,-2684.69
164,7124.79,2857.02,9167.7,-6119.02,-34686.3,21302.8,523.167,2538.02,2708.12
165,2488.07,1464.67,5942.33,-7240.54,-20903.6,12978.5,-921.933,1170.51,-5022.01
166,435.195,112.375,2202.36,-4167.54,-12785.6,9311.37,-1271.26,579.173,-5583.89
167,3929.17,1794.61,8235.35,-7628.44,-32696.7,21152.3,-1797.32,2052.98,-4957.99
168,454.167,86.8216,1813.42,-2039.51,-8386.98,5146.04,-922.367,474.471,-3373.94
169,7535.78,6540.92,10137.6,-9720.84,-38503.3,24523.9,1496.81,2805.37,4816.33
170,3801.87,662.461,6822.64,-6090.38,-23154.3,11856.6,-1594.72,1482.59,-6213.21
171,12885.2,8955.31,9450.57,-5466.07,-31913.7,21904.1,4720.34,3164.17,23699.9
172,43042.1,25565.9,16668.7,-8229.08,-38499.6,27031.9,29570.6,8526.29,103677.0
173,2709.02,1790.83,4318.76,-3488.68,-18926.9,13507.7,-313.243,1081.2,678.645
174,576.086,104.037,1506.57,-2216.23,-5621.11,3953.49,-562.363,354.998,-1904.52
175,2322.91,2878.66,4417.07,-5116.39,-15562.3,8759.73,253.498,1017.99,-1028.86
176,6923.41,2862.93,8793.2,-9966.99,-26841.8,18840.5,1081.19,2264.62,3957.08
177,826.641,178.716,2817.11,-2674.59,-14840.2,9079.29,-1442.81,779.165,-5276.7
178,23620.8,9697.2,15647.1,-11147.7,-39371.5,24478.1,11137.3,4551.02,38612.2
179,530.162,136.598,1625.82,-2532.0,-6387.09,3650.53,-486.608,342.749,-3119.84
180,6805.67,3317.57,7816.3,-4804.32,-23921.3,16828.1,2030.37,1885.61,9957.99
181,4782.2,1034.11,8200.44,-7735.51,-29419.7,15821.0,-1870.69,1922.35,-7265.81
182,14879.4,4675.45,11242.3,-7986.66,-31537.8,17909.8,3935.22,3277.88,16395.6
183,295.174,57.5653,908.107,-1610.11,-3749.32,2994.41,-246.88,200.851,-1150.2
184,10988.4,6716.9,8298.98,-6446.62,-22666.8,12167.7,4680.52,1709.98,15449.1
185,901.982,174.539,3026.57,-3845.03,-12778.1,7039.92,-1343.79,701.913,-6122.04
186,1029.48,230.389,3086.68,-4628.48,-10942.6,6203.68,-1011.14,571.679,-5460.33
187,15329.9,7231.19,8448.45,-7033.31,-21790.2,13545.9,6065.66,1868.77,23666.4
188,165.219,39.0978,652.23,-1055.67,-2711.08,1365.0,-218.542,152.884,-1610.87
189,1613.41,1326.21,3853.05,-4211.61,-12648.0,8360.06,-240.355,718.076,-1229.17
190,1503.95,1244.82,2945.95,-2736.21,-11999.4,8852.05,0.651685,594.384,406.156
191,1929.19,348.162,4947.82,-6139.89,-22009.7,14363.1,-2121.59,1162.72,-7520.19
192,609.964,136.088,2603.72,-3835.73,-14585.7,8609.27,-1547.34,697.414,-7312.32
193,1051.41,220.063,4293.02,-3512.81,-20241.3,13356.2,-1881.43,1024.78,-5690.07
194,503.642,115.242,1873.31,-2406.71,-10141.8,6240.39,-1025.29,528.102,-4313.08
195,81.5931,22.8658,351.461,-1269.7,-1714.99,1475.77,-85.5171,72.196,-1066.33
196,224.524,64.72,1373.58,-1679.23,-6548.92,3444.22,-667.446,311.746,-3476.81
197,2909.41,645.156,5383.81,-5591.08,-21561.5,14861.9,-1295.41,1166.88,-3480.8
198,1812.11,336.217,7214.16,-7914.52,-36913.3,25241.3,-4038.27,1818.85,-12443.5
199,3690.28,897.239,8397.55,-6714.57,-33101.9,20321.9,-2590.73,1954.12,-7146.1
200,944.988,178.075,3317.36,-3592.88,-14386.6,6844.12,-1589.04,755.854,-7528.07
201,358.008,116.692,2088.76,-4365.38,-12157.3,7583.5,-1378.2,581.745,-7172.18
202,2709.84,497.747,7155.85,-8041.29,-26960.4,17161.0,-2324.33,1561.13,-8240.44
203,2241.47,418.291,6129.39,-7729.35,-27790.4,16301.6,-2654.8,1366.34,-11717.4
204,268.615,66.3793,1324.8,-2454.86,-7342.18,4756.88,-734.379,325.94,-3788.8
205,289.424,96.7238,1806.37,-2628.83,-10048.3,5504.04,-1085.09,477.939,-5587.77
206,325.339,43.5376,682.877,-923.383,-2559.19,1566.79,-194.589,131.398,-927.215
207,5038.8,2413.93,10131.1,-8723.66,-42651.9,28213.6,-2347.71,2505.73,-5420.11
208,4334.25,1102.35,6309.71,-6021.66,-20694.6,12099.0,-698.492,1224.83,-2344.68
209,10023.6,3203.09,10722.0,-8025.64,-30872.1,16611.9,2813.57,2634.6,7111.06
210,124355.0,65706.9,30983.4,-24098.4,-58117.3,52175.4,91977.8,23853.2,306836.0
211,456.673,79.0392,1385.94,-2046.57,-6565.86,5612.94,-500.619,304.456,-1274.01
212,4099.29,3911.31,6046.82,-3908.54,-20635.6,13133.7,955.219,1283.71,4885.97
213,2234.29,487.082,5298.44,-4533.85,-21177.9,15115.5,-1598.84,1026.0,-3149.26
214,4546.89,4896.07,7947.23,-5367.58,-32952.6,24700.1,592.988,2232.17,6595.29
215,23907.4,10329.6,14332.8,-14814.5,-36446.7,26866.5,11089.7,4528.47,39793.3
216,28467.4,18133.7,24142.9,-11985.0,-60122.0,34639.0,13064.9,6961.61,53302.5
217,100627.0,84154.5,22644.9,-11525.0,-48992.9,33044.0,89587.0,24923.8,294463.0
218,1192.76,286.805,4421.78,-3811.51,-24373.5,16818.1,-2204.6,1217.45,-6452.75
219,657.888,125.012,1886.12,-2060.9,-8191.81,5996.71,-651.772,333.098,-1905.65
220,4229.6,2367.36,8086.36,-6181.91,-25298.5,13215.8,-594.595,1673.85,-2501.95
221,217.159,51.5283,1197.28,-1381.21,-5828.59,3702.63,-490.644,241.238,-2290.62
222,4615.07,3070.33,7309.6,-8708.06,-24675.7,15969.4,469.357,1750.78,-199.21
223,1455.0,304.68,4630.91,-8763.77,-20032.0,12222.5,-2480.06,1157.47,-11505.3
224,602.68,137.141,2734.01,-4138.67,-13722.9,9729.61,-1264.84,636.951,-5286.01
225,1515.98,328.095,5571.0,-6370.06,-28707.5,18588.5,-2977.4,1359.42,-10691.9
226,2424.04,478.839,5623.32,-5774.17,-26240.3,18249.6,-1913.23,1230.93,-5920.97
227,1162.7,292.947,2516.74,-3261.71,-9562.13,6475.62,-631.485,465.279,-2542.03
228,1517.45,291.865,5301.45,-6937.27,-24830.8,17937.2,-2424.01,1197.43,-7946.64
229,49388.9,25976.4,18503.9,-10378.3,-46948.9,32796.1,33098.9,9538.52,111975.0
230,9887.75,3169220.0,6111.85,-6376.25,-17295.3,10539.7,50980.0,1566.81,3224630.0
231,1135.17,220.203,4952.27,-4096.42,-26086.8,18866.2,-2856.81,1387.51,-6478.59
232,5892.26,3593.47,8735.73,-8872.77,-30222.1,16842.0,279.902,2525.26,-1226.19
233,5235.96,1655.09,5453.53,-5492.39,-17010.6,9558.32,554.953,1182.16,1137.01
234,2818.02,623.738,7844.89,-6135.73,-33006.3,22556.1,-2866.0,1762.07,-6403.22
235,453.775,150.738,2840.48,-3934.3,-17707.9,11237.8,-1814.84,765.976,-8008.32
236,8214.0,7628.85,10186.0,-7953.83,-31758.1,18069.9,2293.59,2696.35,9376.82
237,4997.46,1156.93,9348.08,-8175.21,-31262.4,17614.5,-1802.43,2024.11,-6098.89
238,2220.36,388.015,6042.54,-7825.8,-23521.2,13204.0,-2256.15,1430.52,-10317.7
240,969.017,189.816,3552.0,-4600.18,-18231.5,11994.7,-1740.72,826.654,-7040.21
241,2539.5,617.895,4445.6,-6004.5,-14939.6,9128.18,-907.988,831.056,-4289.83
242,677.776,138.505,2091.0,-4026.85,-7120.56,3670.98,-704.363,449.38,-4824.13
243,3128.68,576.787,8195.07,-9956.42,-32378.5,20567.5,-3166.67,1728.05,-11305.5
244,6033.49,4794.24,9047.79,-8222.05,-31118.1,17512.4,397.458,2132.86,578.041
246,1004.21,180.714,3392.5,-4550.61,-16633.4,9910.29,-2091.87,897.12,-7891.01
247,1020.82,172.106,3329.6,-4284.22,-16076.1,10025.1,-1637.19,803.298,-6646.67
248,2243.24,424.085,5824.71,-9637.54,-21077.6,17851.6,-1834.68,1284.34,-4921.89
249,7332.33,2979.5,11153.1,-12879.6,-38321.9,23306.8,-543.27,2697.66,-4275.26
250,2505.24,1694.8,5126.91,-7745.62,-18853.7,11383.4,-945.253,1142.84,-5691.43
251,1411.38,228.93,3753.77,-3827.24,-15353.3,8845.61,-1479.66,878.523,-5541.98
252,769.56,157.162,2530.5,-3052.4,-11869.8,7890.6,-962.718,516.146,-4020.95
253,453.923,134.13,2730.8,-4104.87,-16788.7,10861.4,-1815.09,738.537,-7789.92
254,360.894,96.6134,1210.06,-2095.68,-5418.47,3585.88,-445.839,218.833,-2487.7
255,165.239,66.3912,1034.84,-2654.9,-3198.17,772.127,-596.799,275.979,-4135.29
256,14592.8,5954.61,12481.3,-7354.73,-33534.4,21138.5,5167.04,3245.88,21691.0
257,3195.87,2133.61,3295.96,-3103.08,-11187.2,6821.58,1097.36,725.874,2979.95
258,5719.02,4208.0,6218.52,-11513.8,-8941.15,8184.57,2033.11,1454.24,7362.49
259,31793.4,15471.4,18627.8,-10752.2,-49945.6,33926.0,16900.4,6581.94,62603.2
260,734.095,144.534,2146.51,-2596.11,-8997.37,6451.89,-682.897,439.211,-2360.14
261,282130.0,2.7109e+18,40294.4,-7035.83,-72356.6,50543.7,905960000000.0,4665570.0,2.7109e+18
262,4099.75,2126.29,5224.48,-4564.77,-13588.7,7903.58,1157.09,1122.99,3480.68
263,785.416,174.35,4216.52,-8244.78,-20330.2,16337.5,-2437.28,1019.3,-8479.2
264,3198.05,1697.7,7997.93,-6713.99,-32770.8,22356.9,-1812.66,1736.23,-4310.57
265,666.92,153.574,2947.35,-4521.52,-15482.5,10545.8,-1467.29,667.108,-6490.47
266,96.7841,40.6103,603.008,-1394.45,-3131.0,1443.89,-335.68,163.039,-2513.8
267,12545.7,5481.68,13666.7,-7872.45,-46224.4,30221.7,3877.57,3591.07,15287.6
268,2563.17,510.27,6971.9,-6546.8,-33910.4,21656.6,-3365.06,1820.27,-10300.0
269,2527.39,448.218,7038.18,-6537.45,-34437.9,22745.9,-3185.91,1851.54,-9550.03
270,234.495,44.1434,904.037,-1374.39,-3736.3,3205.5,-247.234,203.332,-766.415
272,2324.59,597.97,4039.97,-5333.95,-15614.8,9904.35,-936.249,873.89,-4144.26
273,3378.9,1989.03,5158.92,-7958.08,-19192.6,13584.8,-460.488,1206.87,-2292.66
274,887.473,152.728,2748.63,-3834.77,-9409.36,5341.92,-777.044,535.8,-4354.63
275,721.166,140.532,2654.98,-3321.64,-14595.3,10148.7,-1519.79,665.423,-5105.98
276,13153.7,6910.71,8998.55,-6501.33,-24300.9,17087.8,6380.25,2744.05,24472.8
277,9647.87,4831.55,11795.2,-7918.2,-42357.8,29913.3,1570.45,3103.11,10585.5
278,1414.5,284.214,4990.91,-7159.59,-24284.9,15774.1,-2592.79,1188.22,-10385.4
279,259.505,46.7039,723.54,-869.297,-3736.46,2940.76,-252.852,188.018,-700.084
280,2122.63,392.649,4424.04,-9162.09,-14417.8,13202.5,-1182.22,922.314,-3697.97
281,502.846,145.049,2704.76,-3945.37,-13630.2,7428.01,-1440.82,657.775,-7577.97
282,655.514,164.188,3062.11,-4531.66,-14897.0,8870.91,-1918.98,817.65,-7777.28
283,2085.4,340.45,5853.88,-5281.96,-27972.4,17962.6,-2610.08,1302.02,-8320.08
284,71059.6,442756.0,14938.3,-10409.3,-31241.4,21963.1,514272.0,92571.5,1115910.0
285,2737.27,781.878,6618.65,-8257.96,-29115.7,19635.8,-2558.89,1646.02,-8513.01
286,25857.9,10721.5,17513.4,-11503.9,-44133.5,27256.7,13081.0,5685.35,44478.5
287,89.1346,27.1357,441.996,-780.136,-2461.44,1419.96,-214.591,130.399,-1347.54
288,7319.53,3872.86,10172.9,-9081.94,-36894.1,22221.3,339.626,2769.0,719.102
289,1902.0,1486.57,4656.4,-4780.94,-15970.2,10805.9,-611.351,881.355,-1630.25
290,3552.62,616.614,5775.58,-4365.7,-18433.3,12619.5,-785.683,1178.71,158.372
291,8275.23,3927.81,9845.6,-7036.23,-32273.2,21835.5,2270.27,2283.96,9128.86
