cluster,pdb,tm,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic,e_angle,e_bond,e_dihedral,e_gb,e_elec,e_elec14,e_vdw,e_vdw14,e_tot
cluster972,1119.pdb,-0.12258908139915008,18.01917955015786,-0.5583894701598232,0.28712133937543316,3.7653069239949177,-0.32772552916792036,0.11570545346994827,0.8805334713666833,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.0043792077723497,-1.1358557564051162,-0.7767859449050545,0.0,0.9089336007437636,1.377895552976235,1.1412245399897984,0.6107994062358795,-0.4909104670440013,0.2773875526717651,0.28478314718183634,1.3037664134260758,-1.632081711710638,1.2612162483162082
cluster972,985.pdb,-0.11441647597254054,18.713033840851857,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-1.9327877659133708,0.11570545346994827,-1.9128830584862444,0.0,0.26871668740508386,1.8732464505544106,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.6610622268969892,0.6040550117649596,-0.3032314271261043,1.5781497781151879,1.5369665350696313,0.07470366959512637,0.0,-1.9272574597827357,-0.7957170520286735,-0.9624637562607857,-0.7914090491949434,-0.5883717652772338,0.6353914228549559,-0.41371736291103894,-0.899357977363923,-0.9041928922861848,-0.9837362438425299
cluster972,972.pdb,0.0,19.19292964021443,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-3.269536295415087,-0.14551912859717486,-2.0001773250441484,0.0,-1.6329706388462795,-0.26318338561508275,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.58727288605946,0.6040550117649596,-0.25029539051205923,1.5781497781151879,1.5369665350696313,0.19634504309515222,0.0,-1.9272574597827357,2.3971985557992483,0.9968816127194317,1.0432542792981234,-0.5410159620604589,0.5372576894726776,-0.302730744128747,1.0677331126737497,2.257886052984859,1.1412438408606151
cluster972,1017.pdb,0.032690421706439904,17.456656088428574,-1.7815283095575318,-3.094903742673746,-0.26269583190661905,-0.32772552916792036,-0.3994874722735446,0.9241806046456353,0.0,-3.534657965097643,-1.6874699430614117,-1.8745656189092363,-2.062141467082518,-2.2590755129802105,-2.244624913071978,0.5977751568935106,0.775590136846638,0.6040550117649596,0.9672334516109762,0.23523470545366829,0.24366542629152763,1.2911174045953848,0.0,0.8174435665332314,0.9272250523639817,-0.9729904672243138,-1.6081529141142281,-1.4088186940406369,0.8567723902347224,3.1387815339833947,-0.986568414654594,1.4009293346013443,-0.711958615690588
cluster972,1065.pdb,0.08989865969270959,18.096597732799133,0.6647493692378853,0.06607394839182666,-0.26269583190661905,-0.04977180849027983,0.11570545346994827,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.40365987523735203,-1.176267244209811,-0.4050393165538302,-1.2877938761457246,-1.3619521594070045,1.5781497781151879,1.6231866089881715,1.7168622118454753,0.0,-0.5549069466247522,-0.5078596516606321,-0.9715673692901978,-0.6886413285200449,1.1944061891132516,-0.9848388260755265,-1.3446540495706654,-0.9209442043561319,0.1701324370572279,-0.9759899034964966
cluster972,1107.pdb,0.10624387054592983,18.901081018047407,1.887888208635594,0.19870238298199056,-0.26269583190661905,-0.32772552916792036,1.048132086681763,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,1.619099954453835,1.772074680281904,1.8922668600994046,1.6912313747123948,-1.3536714843201432,-1.0691433840915936,-1.2877938761457246,-1.4148881960210498,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,-0.9459102887711225,-0.9822664608917752,-1.060888850075786,0.3192098414050336,-0.7644815068186602,0.7485959621885216,-0.9950379719669732,-0.17816481583492355,-1.0117542122964043
cluster972,1004.pdb,0.13076168682575962,18.52063513715752,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-0.32772552916792036,2.17647715644392,-1.9565301917651965,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.58727288605946,0.6040550117649596,-0.25029539051205923,1.5781497781151879,1.5369665350696313,0.1355243563451393,0.0,-1.9272574597827357,0.20171908659002813,1.0087758767448158,0.9280298652080878,-0.26983524634942946,0.3725185848935252,-0.4113334021257412,0.9610259773330685,-0.0763314276653899,0.9149573465743608
cluster972,1045.pdb,0.14710689767897986,18.15328961257823,-0.5583894701598232,0.5081687303590396,-0.26269583190661905,0.04341498803748405,0.11570545346994827,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,-0.14503339340030685,-0.25036146149007404,-0.40365987523735203,0.5977751568935106,0.775590136846638,0.6040550117649596,0.33200101224243594,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,-1.315517945718409,-0.9849211227177304,-0.7500943493680652,-0.4604194401986183,0.08821737955933412,0.3527260295628857,-1.0089347324518902,0.7329226072234273,-1.0626666730211956
cluster972,1083.pdb,0.1634521085322001,18.920477416114885,1.887888208635594,0.19870238298199056,-0.26269583190661905,-0.32772552916792036,1.048132086681763,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,1.9367059156686595,1.772074680281904,1.7583525900000623,1.6912313747123948,-1.3536714843201432,-1.0691433840915936,-1.169553320651307,-1.4148881960210498,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,0.2276462265078312,1.031147052882736,0.8649159519047172,1.4826960982445334,-1.64850402575748,0.6262193085431284,0.9050540905962234,-0.15160693885383447,0.9862114525435498
cluster972,1117.pdb,0.1634521085322001,18.970086512165143,1.887888208635594,0.8618445559328101,-0.26269583190661905,-0.32772552916792036,-1.7019822634137836,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,1.9367059156686595,1.8487590032291925,1.6244383199007197,1.6912313747123948,-1.3536714843201432,-1.1429327249291228,-1.051312765156889,-1.4148881960210498,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,2.2115069270617864,0.8369506874183753,0.931559261675712,0.9660595612150727,-1.2522157157777283,0.6715145634638219,1.2909326938254053,2.375282018748415,1.1535201788035543
cluster972,1089.pdb,0.19614253023864,17.92307515402325,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.8368863380877313,0.0,0.26871668740508386,-1.6874699430614117,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.1076803672078512,-1.049635682486576,-0.5943238846550157,0.0,0.8174435665332314,-0.9236796145244422,-0.9749364530938454,-0.7305788630176795,-0.4064643766626029,0.3979733015497103,0.04161914708124226,-0.9839123911991767,-0.9909711782180295,-0.9919382512677419
cluster972,1095.pdb,0.2288329519450799,17.64761117775925,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,-0.32772552916792036,-1.9450662495040232,0.8368863380877313,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.10988195320371315,0.6040550117649596,0.9672334516109762,-1.1076803672078512,-0.9634156085680358,-0.5943238846550157,0.0,0.7259535323226992,-1.1584635498881573,-0.9602668607958718,-1.6185334919601773,-0.5972929875606523,0.5290002612812618,0.07075644556824497,-1.0564422624817233,-1.4921876718166056,-1.0869837356856453
cluster972,1090.pdb,0.2288329519450799,17.308900966243822,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,-0.32772552916792036,-1.9450662495040232,0.9241806046456353,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.4517706851894606,-0.25036146149007404,-0.1497336631222312,0.5977751568935106,-0.10988195320371315,0.6040550117649596,0.9672334516109762,-1.1076803672078512,-1.049635682486576,-0.7159652581550416,0.0,0.8174435665332314,0.10924259453703486,1.0302085360755802,1.086852706251113,-0.1946158995625266,0.01854106399375296,0.18876250444058934,1.0330565905003595,0.5822024263944238,0.9602228696666993
cluster972,1113.pdb,0.2288329519450799,18.1528767700959,-0.5583894701598232,-0.9507440501327632,-0.26269583190661905,-0.32772552916792036,0.5401953993290234,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,-0.14503339340030685,-0.25036146149007404,-0.40365987523735203,0.5977751568935106,0.775590136846638,0.6040550117649596,0.33200101224243594,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,1.8655436803546976,1.0147134320553937,0.6705915346285494,-0.5927101678945128,0.790917694327981,0.5011938095807316,1.0230079065153956,0.30156855434581514,1.1541936769742425
cluster972,1116.pdb,0.2288329519450799,18.970086512165143,1.887888208635594,0.8618445559328101,-0.26269583190661905,-0.32772552916792036,-1.7019822634137836,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,1.9367059156686595,1.8487590032291925,1.6244383199007197,1.6912313747123948,-1.3536714843201432,-1.1429327249291228,-1.051312765156889,-1.4148881960210498,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,0.33075816364966865,1.0214745837477621,1.5710028569861845,0.9479115953371601,-1.0704158091501967,0.5356287987017293,1.0451621139080707,0.8115812874540558,1.0647573431627138
cluster972,1087.pdb,0.2288329519450799,17.92307515402325,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.8368863380877313,0.0,0.26871668740508386,-1.6874699430614117,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.1076803672078512,-1.049635682486576,-0.5943238846550157,0.0,0.8174435665332314,-0.996454593053102,-0.988470248521118,-0.7648347699093139,-0.4027370166674753,0.38603074011584476,0.08678195973609494,-1.0179503533278311,-1.0041655374825265,-1.0155995978914225
cluster972,1085.pdb,0.2288329519450799,18.920477416114885,1.887888208635594,0.19870238298199056,-0.26269583190661905,-0.32772552916792036,1.048132086681763,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,1.9367059156686595,1.772074680281904,1.7583525900000623,1.6912313747123948,-1.3536714843201432,-1.0691433840915936,-1.169553320651307,-1.4148881960210498,0.23523470545366829,0.24366542629152763,-0.22939976415493823,0.0,-0.5549069466247522,0.45546524234385266,0.9869026891168148,1.1360566452409102,1.5025549834644714,-1.6988675134042963,0.6933675373290724,1.002106673544416,0.2332285396938336,1.0272003733903305
cluster972,1118.pdb,0.2288329519450799,18.01917955015786,-0.5583894701598232,0.28712133937543316,3.7653069239949177,-0.32772552916792036,0.11570545346994827,0.8805334713666833,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.0043792077723497,-1.1358557564051162,-0.7767859449050545,0.0,0.9089336007437636,-0.04932929772662522,1.0036427644117996,0.7202106967321842,-0.37084059179114554,0.17263422809471396,0.38861788360823507,0.9891842836222344,0.022287949914074342,0.9046103697276504
cluster972,1124.pdb,0.2288329519450799,17.482510678963738,-0.5583894701598232,0.28712133937543316,3.7653069239949177,-0.32772552916792036,0.11570545346994827,0.8805334713666833,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,0.03769672847134538,0.6040550117649596,0.8613613783828862,-1.0560297874901006,-1.1358557564051162,-0.7159652581550416,0.0,0.9089336007437636,-0.5866008554830339,-0.9703683661855457,-0.8738308372917809,-0.5421769430425478,0.3516361631863124,-0.007384491283253806,-0.9346663730894342,-0.4187081347337364,-0.9859145547576269
cluster972,1099.pdb,0.2288329519450799,18.07598314364441,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.7932392048087793,0.0,0.26871668740508386,-2.399613221784576,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.1076803672078512,-1.1358557564051162,-0.5335031979050029,0.0,0.9089336007437636,0.42739804335329495,0.9905035291116172,0.06851801956349336,-0.12868440063233302,0.2191760960826968,-0.4925205110917901,0.9693621762649591,-0.43596229684883664,0.871710095227847
cluster972,1127.pdb,0.2288329519450799,16.85896284182556,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.8805334713666833,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.10988195320371315,0.6040550117649596,0.9672334516109762,-1.0560297874901006,-0.9634156085680358,-0.7159652581550416,0.0,0.7259535323226992,0.47363628937979085,1.030572450755906,1.8112094283414486,-0.38770536816254025,0.40220438045770757,0.15909543689019318,1.084049640541686,0.8701101118837147,1.072463673716429
cluster972,1011.pdb,0.2288329519450799,18.145190772609787,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-0.32772552916792036,2.17647715644392,-1.9128830584862444,0.0,0.26871668740508386,2.5853897292775754,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.6610622268969892,0.6040550117649596,-0.3032314271261043,1.526499198397437,1.6231866089881715,0.1355243563451393,0.0,-2.018747493993268,0.25544105434367514,0.9953110335727627,1.5813834348321336,-0.5209126597916605,0.6105508950725134,-0.38789112107029217,1.081628758743231,0.17605298288104246,0.9795209261614664
cluster972,996.pdb,0.2288329519450799,18.0721737964917,-0.5583894701598232,-1.1054772238212878,-0.26269583190661905,-0.32772552916792036,-1.5713699723802221,0.8805334713666833,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,-0.6051393310840375,-0.25036146149007404,-0.02277055706467077,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.0560297874901006,-1.1358557564051162,-0.7159652581550416,0.0,0.9089336007437636,2.2282382979942366,1.009522859509695,1.1404164879362098,-0.5123580630815328,0.9766074638225412,0.5782752083054252,0.9913893402979486,-0.3331139579666546,1.2451137072509009
cluster972,1043.pdb,0.2288329519450799,18.13676253336482,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.8368863380877313,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.1076803672078512,-1.049635682486576,-0.5943238846550157,0.0,0.8174435665332314,-0.7633827049475919,-0.9664074421912632,-0.6473266286931668,-1.9274771711067993,2.222692276535824,-0.6009907268229374,-0.9570438350410893,-0.7534727114571812,-0.9927829024389022
cluster972,998.pdb,0.2288329519450799,18.202835753755643,-1.7815283095575318,-0.3760208335753863,-0.26269583190661905,-0.32772552916792036,0.7796512662238863,-0.5598219268387326,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,-0.6051393310840375,-0.25036146149007404,-0.40365987523735203,2.5492217981071645,1.8086409085720478,2.4959038996756435,2.0788902205059214,-1.0560297874901006,-1.1358557564051162,-2.2364824269053645,0.0,-0.5549069466247522,0.6874217057205334,1.0049260424950537,0.5246406101145036,-1.812595658758635,1.6042402495783192,0.6772095808953755,1.0106011194681959,0.8602989216614016,0.9650584976215906
cluster972,1005.pdb,0.2288329519450799,18.52063513715752,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-0.32772552916792036,2.17647715644392,-1.9565301917651965,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.58727288605946,0.6040550117649596,-0.25029539051205923,1.5781497781151879,1.5369665350696313,0.1355243563451393,0.0,-1.9272574597827357,0.27008424642331486,0.9934148465542233,0.8412482344159555,-0.249548631293987,0.2915138967678212,-0.3938510230335396,0.9772006029688416,-0.4357931383967318,0.9016918776546685
cluster972,974.pdb,0.2288329519450799,19.19292964021443,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-3.269536295415087,-0.14551912859717486,-2.0001773250441484,0.0,-1.6329706388462795,-0.26318338561508275,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.58727288605946,0.6040550117649596,-0.25029539051205923,1.5781497781151879,1.5369665350696313,0.19634504309515222,0.0,-1.9272574597827357,2.3914145597780654,1.0283698092697235,1.1981325007596868,-0.5999204708359074,0.7423285300941975,-0.7184670166318824,1.0211966099603447,1.9117878599701188,1.1338931529052827
cluster972,987.pdb,0.2288329519450799,18.713033840851857,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-1.9327877659133708,0.11570545346994827,-1.9128830584862444,0.0,0.26871668740508386,1.8732464505544106,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.6610622268969892,0.6040550117649596,-0.3032314271261043,1.5781497781151879,1.5369665350696313,0.07470366959512637,0.0,-1.9272574597827357,-0.7904901198691562,-0.9686426444646324,-0.6280187538997046,-0.6003482006714119,0.6660326233338435,-0.41384980517689185,-0.9123037700102573,-0.6025833721760727,-0.9772235387596384
cluster972,1091.pdb,0.2533507682249097,17.308900966243822,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,-0.32772552916792036,-1.9450662495040232,0.9241806046456353,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.4517706851894606,-0.25036146149007404,-0.1497336631222312,0.5977751568935106,-0.10988195320371315,0.6040550117649596,0.9672334516109762,-1.1076803672078512,-1.049635682486576,-0.7159652581550416,0.0,0.8174435665332314,0.06411977323936906,1.0603943011383903,0.8676149021446662,-0.24441587326790984,0.06474171594076698,0.16942593362648947,1.0305848170636676,0.537037119681357,0.9579534253357667
cluster972,1003.pdb,0.26152337365151984,18.52063513715752,-0.5583894701598232,-0.5970682245589928,-0.26269583190661905,-0.32772552916792036,2.17647715644392,-1.9565301917651965,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,0.3917568672307122,-0.25036146149007404,-0.8480307464388135,0.5977751568935106,1.58727288605946,0.6040550117649596,-0.25029539051205923,1.5781497781151879,1.5369665350696313,0.1355243563451393,0.0,-1.9272574597827357,0.39209355368032767,1.0225471743845116,0.9645694992258289,-0.23408925295354183,0.28946660052201445,-0.37491177901699235,0.932402216863534,0.06170186925544099,0.9295731459847894
cluster972,995.pdb,0.26152337365151984,18.0721737964917,-0.5583894701598232,-1.1054772238212878,-0.26269583190661905,-0.32772552916792036,-1.5713699723802221,0.8805334713666833,0.0,0.26871668740508386,0.44895989310808176,-0.28653581283511304,-0.6051393310840375,-0.25036146149007404,-0.02277055706467077,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.0560297874901006,-1.1358557564051162,-0.7159652581550416,0.0,0.9089336007437636,0.41310504275828697,1.0207850611955658,0.8611789438801741,-0.5256787922444467,0.9691689541294468,0.583970225736979,0.9184203893336811,-1.8408232416129764,1.0462650394299084
cluster972,1096.pdb,0.26152337365151984,17.64761117775925,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,-0.32772552916792036,-1.9450662495040232,0.8368863380877313,0.0,0.26871668740508386,-0.26318338561508275,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.10988195320371315,0.6040550117649596,0.9672334516109762,-1.1076803672078512,-0.9634156085680358,-0.5943238846550157,0.0,0.7259535323226992,-0.6320998083753065,-0.9688897233791693,-0.45113370740472514,-0.5148633378323576,0.5519982224424763,-0.043276345328603166,-0.9512265864660076,-0.43613145530095115,-0.93681364851835
cluster972,1088.pdb,0.26152337365151984,17.92307515402325,-0.5583894701598232,0.28712133937543316,-0.26269583190661905,1.27733670757753,0.11570545346994827,0.8368863380877313,0.0,0.26871668740508386,-1.6874699430614117,-0.28653581283511304,-0.6818236540313259,-0.25036146149007404,0.04071099596410944,0.5977751568935106,-0.036092612366183885,0.6040550117649596,0.9142974149969312,-1.1076803672078512,-1.049635682486576,-0.5943238846550157,0.0,0.8174435665332314,-1.041746025065592,-0.9820749268494984,-0.7507171840388216,-0.40591443830266805,0.3966084373858412,0.09433116888954085,-1.0160335587781875,-1.12612878145302,-1.0134657423011233
