pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
17957,45.6,7.0,-0.164753799897154,-9,17560,1198,9740,6880,1005,2,2,27,15,218,132,274,76,452,276,561,610,763,1594,227,967
17958,45.3,7.0,0.031171915072481418,-10,17593,1198,9740,7528,964,2,2,27,15,218,132,268,88,485,298,590,610,763,1561,227,945
17959,56.0,7.0,-0.6372942416486341,-9,17640,1198,9740,7440,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17960,55.9,6.0,-0.6372942416486341,-9,17640,1198,9740,7440,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17961,25.0,4.8,-1.047951547366102,-8,17570,1198,9740,6697,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
17962,25.0,7.0,0.295682356494944,-9,17560,1198,9740,7960,923,2,2,30,15,230,132,262,76,477,276,536,676,807,1610,227,923
17963,25.0,7.0,0.20745514108566532,-9,17583,1198,9740,7913,923,2,2,30,15,230,132,262,76,477,276,536,676,807,1610,227,923
17964,48.8,7.0,-0.6010572265205,-9,17603,1198,9728,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17965,49.6,7.0,-0.7083173106727204,-9,17603,1198,9728,7345,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
17966,29.7,7.0,-0.14928699941607348,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
17967,25.0,7.0,-0.14928699941607348,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
17968,46.0,7.0,-0.14928699941607348,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
17969,31.5,7.0,-0.14928699941607348,-8,17540,1198,9775,7345,1004,2,1,25,15,224,132,274,64,428,255,521,643,785,1638,227,966
17970,38.0,7.0,-0.39408502863021777,-9,17596,1198,9740,6763,1009,2,2,27,15,217,132,275,76,452,276,561,607,764,1593,227,966
17971,46.3,7.0,-0.39408502863021777,-9,17596,1198,9740,6763,1009,2,2,27,15,217,132,275,76,452,276,561,607,764,1593,227,966
17972,46.9,7.0,-0.3131781552848425,-9,17603,1198,9740,7366,964,2,2,25,15,224,132,268,76,464,276,549,643,785,1602,227,945
17973,35.6,7.0,-0.07457603858085447,-8,17570,1198,10006,7345,1006,2,2,24,15,224,132,273,64,426,255,519,643,785,1640,227,966
17974,25.0,7.0,-0.05009574190946385,-9,17553,1198,8103,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17975,43.3,7.0,-0.05009574190946385,-9,17553,1198,8103,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17976,25.0,7.0,-0.055831976097544075,-9,17567,1198,8554,7345,923,2,2,27,15,224,137,263,76,464,288,537,643,822,1565,249,964
17977,25.0,7.0,-0.048510729831178864,-9,17560,1198,8257,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
17978,34.6,7.0,-0.048510729831178864,-9,17560,1198,8257,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
17979,40.2,7.0,-0.05020895705791294,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
17980,25.0,7.0,-0.05020895705791294,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
17981,41.4,7.0,-0.05020895705791294,-9,17583,1198,8741,7345,923,2,2,28,15,229,132,263,76,476,276,537,680,807,1606,227,923
17982,42.3,7.0,-0.05761085724691027,-9,17560,1198,9833,7345,1005,2,2,25,15,218,132,274,76,452,276,561,610,763,1594,227,967
17983,46.3,7.0,-0.06339174420805758,-9,17567,1198,8554,7345,923,2,2,27,15,224,138,262,76,464,289,536,643,822,1565,248,965
17984,25.0,7.0,-0.06339174420805758,-9,17567,1198,8554,7345,923,2,2,27,15,224,138,262,76,464,289,536,643,822,1565,248,965
17985,25.0,7.0,0.04170250295428436,-9,17560,1198,8257,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
17986,29.6,7.0,0.04170250295428436,-9,17560,1198,8257,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
17987,38.0,7.0,0.017324971396009317,-9,17583,1198,8741,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
17988,25.0,7.0,0.017324971396009317,-9,17583,1198,8741,7345,923,2,2,28,15,230,132,262,76,477,276,536,680,806,1606,227,924
17989,25.0,6.0,0.294070652264635,-9,17528,1198,9740,7063,1007,2,2,26,10,189,111,230,76,464,276,562,643,785,1637,227,966
17990,55.9,6.0,0.294070652264635,-9,17528,1198,9740,7063,1007,2,2,26,10,189,111,230,76,464,276,562,643,785,1637,227,966
17991,17.2,7.0,-0.06378507898422069,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
17992,37.0,7.0,-0.06378507898422069,-8,17613,1198,9913,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
17993,37.2,7.0,-0.06264918850036459,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
17994,15.0,7.0,-0.06264918850036459,-8,17577,1198,10160,7345,964,2,2,27,15,229,132,268,64,438,255,507,681,806,1644,227,945
17995,65.0,7.0,-0.048238157343585705,-9,17566,1198,10053,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17996,53.4,7.0,-0.048238157343585705,-9,17566,1198,10053,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17997,54.3,6.0,-0.048238157343585705,-9,17566,1198,10053,7345,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
17998,52.0,7.0,-4.288778218489607,-8,17681,1198,9740,6782,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
17999,52.7,7.0,-4.288778218489607,-8,17681,1198,9740,6782,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
18000,25.0,7.0,-1.9238506476697526,-8,17645,1198,9740,6979,964,2,2,27,21,259,153,309,64,429,255,508,643,785,1602,227,945
18001,52.0,7.0,-1.9384489660081476,-8,17718,1198,9740,6856,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
18002,52.4,7.0,-1.5004994158563214,-8,17681,1198,9740,6761,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
18003,52.0,7.0,-1.5004994158563214,-8,17681,1198,9740,6761,1005,2,2,27,15,224,132,274,64,429,255,520,643,785,1637,227,966
18004,33.6,7.0,-0.04374085829826145,-9,17567,1198,9740,7462,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
18005,45.8,7.0,-0.04374085829826145,-9,17567,1198,9740,7462,964,2,2,27,15,224,132,268,76,464,276,549,643,785,1602,227,945
18006,56.7,6.0,0.2875190974655544,-9,17558,1198,10019,7345,964,2,1,28,11,193,111,228,76,477,276,549,678,806,1642,227,945
18007,0.0,4.8,0.32743083788780236,-10,17636,69,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924
18008,0.0,4.8,0.3555703039350915,-10,17666,1015,9740,7345,923,2,2,27,15,224,132,262,89,500,297,577,643,785,1566,227,924
18009,25.0,7.4,0.07417564346222162,-9,17577,-677,9740,7345,923,2,2,27,15,224,138,262,76,464,289,536,643,821,1566,248,965
18010,0.0,4.8,-0.39293949292274455,-9,17678,255,9740,7345,923,2,2,27,21,260,153,303,76,464,276,536,643,785,1566,227,924
