pdb,tm,ph,sasa,charge,volume,helix,sheet,coil,n_phobic_contact,n_disulfide,n_saltbridge,n_hbond,n_pos-pos,n_pos-neutral,n_pos-special,n_pos-hydrophobic,n_neg-neg,n_neg-neutral,n_neg-special,n_neg-hydrophobic,n_neutral-neutral,n_neutral-special,n_neutral-hydrophobic,n_special-special,n_special-hydrophobic
12702,25.0,7.0,7.325813525065317,3,12696,-853,12352,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12703,25.0,7.0,9.991179256781475,3,12634,-2496,12352,744,569,0,6,21,44,179,143,333,20,128,100,232,162,270,638,102,499
12704,25.0,7.0,7.076594245478048,3,12693,-835,13351,744,636,0,6,21,44,170,134,351,20,121,93,246,144,239,640,88,493
12705,25.0,7.0,6.746184466227423,4,12715,-835,12352,378,603,0,4,23,54,197,147,377,15,110,80,204,162,253,655,88,479
12706,25.0,7.0,7.401883007667496,3,12627,-835,12352,1444,569,0,6,25,44,189,134,332,20,133,93,234,180,267,671,88,465
12707,25.0,7.0,7.320336522317958,3,12647,-835,12352,876,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12708,25.0,7.0,6.847375548228157,3,12693,-835,13351,744,637,0,6,19,44,170,134,351,20,122,93,245,144,239,639,88,493
12709,25.0,7.0,7.325324530887886,3,12672,-835,11581,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12710,25.0,7.0,7.321314778632952,3,12675,-835,11388,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12711,25.0,7.0,7.3375493853236575,3,12626,-835,11688,744,570,0,6,22,44,188,134,333,20,135,93,232,180,267,670,88,465
12712,25.0,7.0,7.324444341368511,3,12646,-835,12687,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12713,25.0,7.0,6.008167794093024,4,12640,-835,12352,1389,603,0,6,21,44,189,134,342,14,116,81,204,180,265,690,88,479
12714,25.0,7.0,8.731317125901116,3,12627,-835,12352,1444,569,0,6,21,44,189,134,332,20,134,93,233,180,266,671,88,466
12715,25.0,7.0,7.224617265805139,3,12647,-835,12352,876,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12716,25.0,7.0,7.1379977217759025,4,12683,-835,12352,561,603,0,6,21,44,189,134,342,14,115,80,206,181,266,688,88,479
12717,25.0,7.0,7.325813525065317,3,12736,-835,13203,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459
12718,25.0,7.0,7.325813525065317,3,12735,-835,12432,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459
12719,25.0,7.0,7.325813525065317,3,12738,-835,12239,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459
12720,25.0,7.0,7.325813525065317,3,12666,-835,12055,744,603,0,6,22,44,189,124,342,20,135,86,239,180,248,688,75,446
12721,25.0,7.0,7.325813525065317,3,12689,-835,12539,744,603,0,6,22,44,189,124,342,20,135,86,239,180,248,688,75,446
12722,25.0,7.0,7.325813525065317,3,12709,-835,13538,744,636,0,6,21,44,179,124,352,20,128,86,246,162,235,673,75,459
12723,25.0,7.0,10.316941077122474,4,12730,-835,11184,445,569,0,7,27,54,197,147,366,20,128,93,233,162,253,637,88,466
12724,25.0,7.0,7.833652210577859,3,12745,-835,12335,744,603,0,6,22,44,179,134,342,20,128,93,239,162,253,655,88,479
12725,25.0,7.0,8.061042666777505,3,12708,-835,12648,744,603,0,6,23,44,179,134,342,20,128,93,239,162,253,655,88,479
12726,25.0,7.0,5.733838748082051,4,12721,-835,13202,744,637,0,5,19,44,179,134,352,14,111,79,211,162,253,672,88,493
12727,25.0,7.0,6.019854555472262,4,12689,-835,12725,744,637,0,5,19,44,179,134,352,14,111,79,211,162,253,672,88,493
12728,25.0,7.0,7.13693516169442,4,12653,-835,12294,744,603,0,5,22,44,189,134,342,14,117,79,205,179,267,689,88,479
12729,25.0,7.0,7.280867110237014,3,12647,-835,13458,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
12730,25.0,7.0,3.1041495624626987,2,12644,-835,12352,564,638,0,6,20,35,161,122,316,20,128,93,246,162,253,673,88,491
12731,25.0,7.0,8.581681358560454,3,12592,-835,12352,1194,569,0,6,23,44,189,134,332,20,135,93,232,178,267,673,88,465
12733,25.0,7.0,7.323000945046078,3,12646,-835,12687,744,603,0,6,21,44,179,134,342,20,128,93,239,162,253,655,88,479
